,date,username,to,replies,retweets,favorites,text,classification,geo,mentions,hashtags,id,permalink,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
9927,7/18/13 14:31,dgigialira,,0,0,0,"Se nÃ£o houver um barulho diferente , eles nem ligam como nas manifestaÃ§Ãµes dos professores , policias, bombeiros. #vemprarua",Positivo,,,#vemprarua,"3,58E+17",https://twitter.com/dgigialira/status/357870147874197504,,,,,,,,
13964,7/14/13 1:01,Iriscorelli,,1,3,0,#VempraRua (cc @__JuhDantas @jeef_silva @Taatameneses @meneses_matheus @Gililianfelix @pedroafco @wfcosp @juufazzio @andreiacercar w/orhers),Indefinido,,@__JuhDantas @jeef_silva @Taatameneses @meneses_matheus @Gililianfelix @pedroafco @wfcosp @juufazzio @andreiacercar,#VempraRua,"3,56E+17",https://twitter.com/Iriscorelli/status/356216740679659522,,,,,,,,
24070,7/8/13 4:59,larlacemos,,0,1,0,O wilmer nÃ£o tem nada a ver quem foi escrota foi a demi #oslovaticsacordaram #mudademi #vemprarua,Indefinido,,,#oslovaticsacordaram #mudademi #vemprarua,"3,54E+17",https://twitter.com/larlacemos/status/354102295430049792,,,,,,,,
37361,7/1/13 15:50,andrii_j,,0,0,0,Top a manifestaÃ§Ã£o do coc :p #vemprarua,Positivo,,,#vemprarua,"3,52E+17",https://twitter.com/andrii_j/status/351729457612079104,,,,,,,,
23470,7/8/13 23:24,anthoniomoura,,0,0,0,Ã‰ VERDAAAAAADE!!!!!!!!!! #ForaCorruptos #OgiganteAcordou #LiberaTelexfree http://fb.me/1SwG6Y4Uo,Positivo,,,#ForaCorruptos #OgiganteAcordou #LiberaTelexfree,"3,54E+17",https://twitter.com/anthoniomoura/status/354380533570080768,,,,,,,,
6896,7/22/13 16:40,moke_rs,,0,1,0,#VemPraRua com esse frio?? TÃ£o loucos..,Neutro,,,#VemPraRua,"3,59E+17",https://twitter.com/moke_rs/status/359352301611646976,,,,,,,,
24566,7/7/13 18:44,CleitoMoura,,0,1,0,"Professores da Uerj fazem protesto prÃ³ximo Ã  casa de SÃ©rgio Cabral, Rio. #VemPraRua",Neutro,,,#VemPraRua,"3,54E+17",https://twitter.com/CleitoMoura/status/353947599411224577,,,,,,,,
29348,7/4/13 18:08,naianasantosven,,0,0,0,"Do total da produÃ§Ã£o os royalties para o Brasil Ã© sÃ³ 8% ou seja estamos feliz com 0,7 e 0,3 para educaÃ§Ã£o e saude #acordabrasil",Negativo,,,#acordabrasil,"3,53E+17",https://twitter.com/naianasantosven/status/352851357163720704,,,,,,,,
4399,7/24/13 22:55,lragostinho,,0,1,0,Quero ver o #VemPraRua agora com esse frio!,Neutro,,,#VemPraRua,"3,60E+17",https://twitter.com/lragostinho/status/360171458753859584,,,,,,,,
30539,7/4/13 1:11,ari_cristiano,,1,7,0,"Governo Dilma torrou com o @G1 (Grupo @Rede_Globo ) R$7.752.803,12 em 2012 http://noticias.uol.com.br/politica/ultimas-noticias/2013/07/03/governo-beneficia-sites-progressistas-na-distribuicao-de-verbas.htm â€¦ #Vemprarua",Negativo,,@G1 @Rede_Globo,#Vemprarua,"3,53E+17",https://twitter.com/ari_cristiano/status/352595365410779137,,,,,,,,
2541,7/26/13 22:26,Comando_SP,,0,0,0,"ManifestaÃ§Ã£o bloqueando a Av. Paulista sentido Paraiso, altura da Brig Luis Antonio, evitem regiÃ£o nesse momento. #ProtestoSP #vemprarua",Neutro,,,#ProtestoSP #vemprarua,"3,61E+17",https://twitter.com/Comando_SP/status/360888769865449472,,,,,,,,
41830,7/27/13 1:09,CharSanFel,,0,0,0,#protestorj http://mob.li/_63kA6,Indefinido,,,#protestorj,"3,61E+17",https://twitter.com/CharSanFel/status/360929835712913410,,,,,,,,
13759,7/14/13 12:00,_cafeguru,,0,0,0,Bem vindos a Copa das ManifestaÃ§Ãµes! Curta http://www.facebook.com/CafÃ©Guru.com.br #VemPraRua... http://fb.me/FguWAvD5,Indefinido,,,#VemPraRua,"3,56E+17",https://twitter.com/_cafeguru/status/356382612677337090,,,,,,,,
17237,7/11/13 18:12,tebenas,,0,2,0,"""A imprensa deu as costas para as ruas e sÃ³ enxerga o jogo do poder"" http://j.mp/157Hl6b v @observatorio #vemprarua #protestosbr",Neutro,,@observatorio,#vemprarua #protestosbr,"3,55E+17",https://twitter.com/tebenas/status/355389155800391681,,,,,,,,
12565,7/16/13 0:14,mariana_abdalla,,0,0,0,protesto em ny #ogiganteacordou,Neutro,,,#ogiganteacordou,"3,57E+17",https://twitter.com/mariana_abdalla/status/356929804165066752,,,,,,,,
50146,7/12/13 20:25,guileao75,TrensUrbanosRJ,0,0,0,@TrensUrbanosRJ @phadrs Isso nao Ã© nenhuma novidade! @SuperVia_trens sua hora vai chegar #protestorj,Negativo,,@TrensUrbanosRJ @phadrs @SuperVia_trens,#protestorj,"3,56E+17",https://twitter.com/guileao75/status/355785113826639872,,,,,,,,
2784,7/26/13 18:04,BRverdade,,0,0,0,O imposto estadual ICMS Ã© o que mais pesa para os brasileiros. Confira: http://ow.ly/nmnqv #CompartilheAVerdade #AcordaBrasil,Neutro,,,#CompartilheAVerdade #AcordaBrasil,"3,61E+17",https://twitter.com/BRverdade/status/360822864317906945,,,,,,,,
19028,7/11/13 10:06,Sangue_Latino,,0,1,0,"#VemPraRua! #RTâ–º @carlos5to Protestos em SÃ£o Paulo no ""Dia Nacional de Lutas"" http://g1.globo.com/sao-paulo/protestos/2013/cobertura/ â€¦ â€¦",Neutro,,@carlos5to,#VemPraRua #RT,"3,55E+17",https://twitter.com/Sangue_Latino/status/355266813149454337,,,,,,,,
2692,7/26/13 19:43,whosneville,,0,0,0,#VemPraRua temos nossos direitos e queremos usar icons de famosos,Positivo,,,#VemPraRua,"3,61E+17",https://twitter.com/whosneville/status/360847980636540928,,,,,,,,
20974,7/10/13 15:24,MalokitaGC,,0,2,1,#corrupÃ§Ã£o #vemprarua Bota p/ f*! o #Senado estÃ¡ pastando p/ vc! http://noticias.r7.com/brasil/senado-nao-aprova-proposta-que-reduz-de-dois-para-um-o-numero-de-suplentes-de-senadores-10072013 â€¦,Negativo,,,#corrupÃ§Ã£o #vemprarua #Senado,"3,55E+17",https://twitter.com/MalokitaGC/status/354984504420597760,,,,,,,,
14352,7/13/13 16:41,CerberusBr,,0,1,0,#vemprarua pessoal nÃ£o esqueÃ§am do nossos amigos no egito. as redes deles foram bloqueadas vamos fazer um link para eles no twitter.,Positivo,,,#vemprarua,"3,56E+17",https://twitter.com/CerberusBr/status/356091145526317056,,,,,,,,
38280,7/1/13 4:57,Netozboss,baescudero_,0,0,0,@bavemk_ kkkk ok #vemprarua #saveyour3g,Neutro,,@bavemk_,#vemprarua #saveyour3g,"3,52E+17",https://twitter.com/Netozboss/status/351565090316750848,,,,,,,,
25484,7/6/13 22:57,ndwadgow,,0,0,0,#AcordaBrasil Parem de pensar somente em beisebol,Indefinido,,,#AcordaBrasil,"3,54E+17",https://twitter.com/ndwadgow/status/353648939016265728,,,,,,,,
47817,7/17/13 19:46,FranciscoACruz,JorgeRibeiroSE,0,0,0,@JorgeRibeiroSE @UOLNoticias Principalmente porque a NEFASTA estÃ¡ comprometida com a corrupÃ§Ã£o #ForaDilma,Negativo,,@JorgeRibeiroSE @UOLNoticias,#ForaDilma,"3,58E+17",https://twitter.com/FranciscoACruz/status/357587053162147840,,,,,,,,
54753,7/5/13 3:18,annielus,,0,0,0,Bora todo mundo subir uma hashtag pro Protesto no Rio #protestoRJ ( #postv live em http://moi.st/e5528a ),Positivo,,,#protestoRJ #postv,"3,53E+17",https://twitter.com/annielus/status/352989858727337986,,,,,,,,
43024,7/25/13 22:14,aciolilopes,,0,0,0,a identificaÃ§Ã£o ta no colete babaca ( #protestorj #aovivo Live http://moi.st/f5edcd ),Negativo,,,#protestorj #aovivo,"3,61E+17",https://twitter.com/aciolilopes/status/360523447870296066,,,,,,,,
21092,7/10/13 14:16,venusaquario,,0,0,0,Congresso Ãˆ preciso entender d construir pra revolucionar http://doqueteumundoefeito.blogspot.com.br/ #vemprarua #mudabrasil #acordabrasil O Brasil Senado,Neutro,,,#vemprarua #mudabrasil #acordabrasil,"3,55E+17",https://twitter.com/venusaquario/status/354967397465194500,,,,,,,,
33636,7/2/13 20:59,rosangela_bolze,,1,1,0,"TOMA, @cristilobo PETRALHA! Manifestantes hostilizam jornalistas da Globo em Londres: http://www.youtube.com/watch?v=tMcMjWEWnys&feature=youtube_gdata_player â€¦ â€¦ #vemprarua #ChangeBrazil",Negativo,,@cristilobo,#vemprarua #ChangeBrazil,"3,52E+17",https://twitter.com/rosangela_bolze/status/352169562197856256,,,,,,,,
18227,7/11/13 14:47,grazzsie,,0,0,0,#11deJulho #VemPraRua #ParalisaGeral Fiquem ligados nem todos os atos de amanhÃ£ terÃ£o o dedo de partidos! http://twitpic.com/d1ysq5,Positivo,,,#11deJulho #VemPraRua #ParalisaGeral,"3,55E+17",https://twitter.com/grazzsie/status/355337664456695809,,,,,,,,
39133,7/1/13 0:54,mgmolive,,0,0,0,"E a Copa das ManifestaÃ§Ãµes, como vai? #ProtestosBR #VaiBrasil #VemPraRua #ConstruirUmPais",Neutro,,,#ProtestosBR #VaiBrasil #VemPraRua #ConstruirUmPais,"3,52E+17",https://twitter.com/mgmolive/status/351504078704091138,,,,,,,,
32354,7/3/13 13:22,republicanova,,0,0,0,pic.twitter.com/ce79mBwH8L #vemprarua #changebrazil. veja + em http://goo.gl/pKMPR .,Neutro,,,#vemprarua #changebrazil,"3,52E+17",https://twitter.com/republicanova/status/352417174192795649,,,,,,,,
11274,7/17/13 8:47,rmfabio,,0,1,0,@eduardobarao Parece q o #prefeito #PaesPalho quer se #confessar com o #Papa. #Deus perdoa! E vc?? #VemPraRua,Neutro,,@eduardobarao,#prefeito #PaesPalho #confessar #Papa #Deus #VemPraRua,"3,57E+17",https://twitter.com/rmfabio/status/357421173434368000,,,,,,,,
24547,7/7/13 19:15,republicanova,,0,0,0,pic.twitter.com/j8fT5SPIsK #vemprarua #changebrazil. veja + em http://goo.gl/pKMPR .,Neutro,,,#vemprarua #changebrazil,"3,54E+17",https://twitter.com/republicanova/status/353955494890704900,,,,,,,,
2176,7/27/13 6:41,Rokord,,0,1,0,GENTEM eu to com sono essa hora?!?!? #VEMPRARUA #oGiganteAcordou #BRASILNAOEBOBO,Neutro,,,#VEMPRARUA #oGiganteAcordou #BRASILNAOEBOBO,"3,61E+17",https://twitter.com/Rokord/status/361013358939484162,,,,,,,,
32663,7/3/13 7:41,galdea,,0,0,0,#vemprarua porque a rua Ã© o maior banheiro de Salvador... #largodesantana #largodadinha #riovermelhoâ€¦ http://instagram.com/p/bS6q77PScm/,Positivo,,,#vemprarua #largodesantana #largodadinha #riovermelho,"3,52E+17",https://twitter.com/galdea/status/352331218806767616,,,,,,,,
36715,7/1/13 19:39,Greemboldt,,0,0,0,#Excelente #ficaadica #compartilhe #siga #ogiganteacordou #vemprarua http://instagram.com/p/bPECH8NhoS/,Indefinido,,,#Excelente #ficaadica #compartilhe #siga #ogiganteacordou #vemprarua,"3,52E+17",https://twitter.com/Greemboldt/status/351787038607032320,,,,,,,,
13808,7/14/13 6:04,jjeiel,,0,0,1,"Que vai ser da minha vida? Meu Deus ele era tudo pra mim vou me cortar, me jogar da ponte , vou parar o Brt #VempraRua #AcordaBrasil",Negativo,,,#VempraRua #AcordaBrasil,"3,56E+17",https://twitter.com/jjeiel/status/356293009115070464,,,,,,,,
34949,7/2/13 12:13,Pew3X,,0,0,0,movimento #VitroDorme em resposta ao #oGiganteAcordou,Indefinido,,,#VitroDorme #oGiganteAcordou,"3,52E+17",https://twitter.com/Pew3X/status/352037192505376769,,,,,,,,
59572,7/12/13 15:11,pachomiranda,,0,0,0,"Â¿Por quÃ© no hay #mobilizados como #protestabrasil? Ellos salen de todos colores a las calles, nosotros vemos manifestantes como criminales.",Negativo,,,#mobilizados #protestabrasil,"3,56E+17",https://twitter.com/pachomiranda/status/355706091918721026,,,,,,,,
15760,7/12/13 14:25,albericofalcao,robertojamorim,0,0,0,"â€œ @robertojamorim: O melhor do engarrafamento na BR sÃ£o os ""educados"" pelo acostamento. #VempraRua #Educacaoâ€ eu tbem fico p da vida.",Negativo,,@robertojamorim,#VempraRua #Educacao,"3,56E+17",https://twitter.com/albericofalcao/status/355694386027311105,,,,,,,,
8604,7/19/13 19:37,Rushiano,,0,0,0,"Come to Brazil, @amandapalmer! http://www.youtube.com/watch?v=22EpHJkYuUo â€¦ #WeWantToBeNakedWithYou #VemPraRua #SOS #BringStoya #AndGaimanToo",Neutro,,@amandapalmer,#WeWantToBeNakedWithYou #VemPraRua #SOS #BringStoya #AndGaimanToo,"3,58E+17",https://twitter.com/Rushiano/status/358309680918962176,,,,,,,,
42888,7/25/13 23:32,__Waldoo__,,0,0,0,"TA CHEGANDO A HORA DO GÃS ( #protestorj #aovivo live em http://moi.st/f5f22c | 428 Espectadores / Total 974, 22:06 )",Positivo,,,#protestorj #aovivo,"3,61E+17",https://twitter.com/__Waldoo__/status/360543139267747840,,,,,,,,
16708,7/11/13 21:38,lermaniacs,snowhitekatyy,1,0,0,"@snowhitekatyy que dÃ³ nÃ£o podemos falar "" #vemprarua"" e se um mendigo ouvir? tsc tsc",Neutro,,@snowhitekatyy,#vemprarua,"3,55E+17",https://twitter.com/lermaniacs/status/355441039739326466,,,,,,,,
8347,7/20/13 1:21,BlogDoTato67,N_Carvalheira,0,1,0,"RT (temperando) ""@letraslimitadas Comeu, @BlogdoZeDirceu? pic.twitter.com/H2wZn1U70h"" #vemprarua #mudabrasil #MensaleirosNaCadeia #forapt",Indefinido,,@letraslimitadas @BlogdoZeDirceu,#vemprarua #mudabrasil #MensaleirosNaCadeia #forapt,"3,58E+17",https://twitter.com/BlogDoTato67/status/358396265274417152,,,,,,,,
21722,7/10/13 0:34,Viamidiadigital,,0,0,0,#ACORDABRASIL http://fb.me/2HrHzxaL5,Indefinido,,,#ACORDABRASIL,"3,55E+17",https://twitter.com/Viamidiadigital/status/354760517266579456,,,,,,,,
33296,7/2/13 23:43,RubensNeto12,,0,0,0,Eitaa que as manifestaÃ§Ãµes no Brasil nÃ£o param. Coisa boa! #vemPraRua,Positivo,,,#vemPraRua,"3,52E+17",https://twitter.com/RubensNeto12/status/352211030975315970,,,,,,,,
57444,7/2/13 0:49,cadeirantes_Br,,0,0,0,Nosso cÃ³digo penal tem 70 anos. #mudabrasil,Neutro,,,#mudabrasil,"3,52E+17",https://twitter.com/cadeirantes_Br/status/351865082524864512,,,,,,,,
26155,7/6/13 12:53,herberthmota,lmikaellafcreis,1,0,0,@lmikaellafcreis bom dia! #AcordaBrasil,Neutro,,@lmikaellafcreis,#AcordaBrasil,"3,53E+17",https://twitter.com/herberthmota/status/353496876189888513,,,,,,,,
50708,7/11/13 23:37,kurtizz01,,0,29,5,Tonight in in Rio de Janeiro #Brazil police point a taser at a demonstrator during protests #changebrazil #protestoRJ pic.twitter.com/egTd7MKRiL,Neutro,,,#Brazil #changebrazil #protestoRJ,"3,55E+17",https://twitter.com/kurtizz01/status/355470995861143553,,,,,,,,
969,7/30/13 0:55,analu_macedo,,0,0,0,"TOMAMOS conta dos tts meu povooooooooooooooo, HAHAHAHA #OGiganteAcordou geraÃ§Ã£o",Positivo,,,#OGiganteAcordou,"3,62E+17",https://twitter.com/analu_macedo/status/362013517525684224,,,,,,,,
55938,7/3/13 20:47,izidiooliver,,0,0,0,#MudaBrasil RT @HenriqueEAlves: Projeto que regulamenta guardas municipais poderÃ¡ ser votado em regime de urgÃªncia http://flic.kr/p/f2m9mJ,Neutro,,@HenriqueEAlves,#MudaBrasil,"3,53E+17",https://twitter.com/izidiooliver/status/352529108409921536,,,,,,,,
27581,7/5/13 13:57,LisComunello,,0,0,0,"#prostestoSC #protestosBR #passelivre RT @binahire: Motoristas e cobradores pararam o TICEN, Ã´nibus nÃ£o estÃ£o circulando.",Neutro,,@binahire,#prostestoSC #protestosBR #passelivre,"3,53E+17",https://twitter.com/LisComunello/status/353150755387088897,,,,,,,,
3346,7/26/13 1:15,jbsmg1,,0,1,0,#MovimentoCarasPintadas #Brasil #VemPraRua #Ogiganteacordou #NÃƒOaCorrupÃ§Ã£o #07deSetembro #NÃƒOÃ©SÃ³Por20centavos... http://fb.me/2e3gqDHkw,Indefinido,,,#MovimentoCarasPintadas #Brasil #VemPraRua #Ogiganteacordou #NÃƒOaCorrupÃ§Ã£o #07deSetembro #NÃƒOÃ©SÃ³Por20centavos,"3,61E+17",https://twitter.com/jbsmg1/status/360568976981491713,,,,,,,,
5596,7/23/13 15:38,tiofusca,,0,1,0,e aÃ­... quem vai protestar na rua nos proximos dias??? #vemPraRua #Frio #ironia,Neutro,,,#vemPraRua #Frio #ironia,"3,60E+17",https://twitter.com/tiofusca/status/359698931187322880,,,,,,,,
4834,7/24/13 5:16,marcosmoya18,PMERJ,0,0,0,"@PMERJ nÃ£o esclareceu porra nenhuma, vocÃªs vÃ£o ser culpados por tudo e o Cabral vai sair de santo #vemprarua #changebrazil",Negativo,,@PMERJ,#vemprarua #changebrazil,"3,60E+17",https://twitter.com/marcosmoya18/status/359904878094598145,,,,,,,,
10961,7/17/13 19:42,Praiadopepe,,1,1,0,#Vemprarua ver a excelente notÃ­cia >> http://oglobo.globo.com/saude/cromossomo-responsavel-pela-sindrome-de-down-desligado-em-laboratorio-9072321 â€¦,Neutro,,,#Vemprarua,"3,58E+17",https://twitter.com/Praiadopepe/status/357585997518749696,,,,,,,,
20202,7/10/13 18:56,svmuelr,,0,0,0,de pd #ogiganteacordou,Neutro,,,#ogiganteacordou,"3,55E+17",https://twitter.com/svmuelr/status/355037955074686977,,,,,,,,
59367,7/25/13 16:51,MANO_sts,,0,2,0,Acho foda quando a galera usa a hashtag errada pras coisas =/ #ForaFeliciano,Negativo,,,#ForaFeliciano,"3,60E+17",https://twitter.com/MANO_sts/status/360442310045081600,,,,,,,,
23963,7/8/13 13:07,arnobio1969,,0,2,0,A questÃ£o da espionagem tem a mesma raiz do #vemprarua --> EscÃ¢ndalo de Espionagem e o Estado Gotham City http://arnobiorocha.com.br/2013/07/08/escandalo-de-espionagem-e-o-estado-gotham-city/ â€¦,Neutro,,,#vemprarua,"3,54E+17",https://twitter.com/arnobio1969/status/354225112561631232,,,,,,,,
21464,7/10/13 4:08,oan_max_ik,,0,0,0,Maxikoan - Cosmic abyss http://razzendresss.blogspot.com/2013/06/maxikoan-cosmic-abyss.html?spref=tw â€¦ OlÃ­mpia #AFazenda Brazil fashion #vemprarua UK í•œêµ­ì–´ à´®à´²à´¯à´¾à´³à´‚ é¦™æ¸¯ #Snowden UFO Nasa E = mcÂ² XÂ²,Indefinido,,,#AFazenda #vemprarua #Snowden,"3,55E+17",https://twitter.com/oan_max_ik/status/354814458180276230,,,,,,,,
55141,7/4/13 22:24,arcofi,,0,0,0,#foraDilma #foraLula #foraPT Recuo de Temer: fracasso do â€œplebiscitoâ€ Ã© derrota durÃ­ssima para Dilma http://veja.abril.com.br/blog/ricardo-setti/politica-cia/protestos-fracasso-espetacular-do-plebiscito-imaginado-para-este-ano-e-derrota-durissima-para-dilma/#.UdX1e4OZRRo.twitter â€¦ via @VEJA,Neutro,,@VEJA,#foraDilma #foraLula #foraPT #,"3,53E+17",https://twitter.com/arcofi/status/352915850661085187,,,,,,,,
40812,7/28/13 22:29,DeniseSMora,,0,4,0,"Bom, acabou nossa semana de oraÃ§Ãµes, agora vamos pra luta #ForaDilma",Positivo,,,#ForaDilma,"3,62E+17",https://twitter.com/DeniseSMora/status/361614394179858432,,,,,,,,
4379,7/24/13 23:14,Brunadelucena,,0,1,0,Bora manifestar contra o frio? #vemprarua,Positivo,,,#vemprarua,"3,60E+17",https://twitter.com/Brunadelucena/status/360176124585713666,,,,,,,,
47443,7/18/13 0:52,PrateleiraD,,0,0,0,O Choque jÃ¡ estÃ¡ posicionado no PalÃ¡cio Guanabara http://migre.me/fwfXx #ProtestoRJ,Neutro,,,#ProtestoRJ,"3,58E+17",https://twitter.com/PrateleiraD/status/357664253903253506,,,,,,,,
59690,7/8/13 21:27,loricaaa,,0,1,0,Pfv! #forafeliciano http://instagram.com/p/bhSDAKGNAx/,Positivo,,,#forafeliciano,"3,54E+17",https://twitter.com/loricaaa/status/354351026347839488,,,,,,,,
7519,7/21/13 16:07,paulo_rcl,,0,0,0,"Gata, me chama de rua e vem pra mim #vemprarua",Indefinido,,,#vemprarua,"3,59E+17",https://twitter.com/paulo_rcl/status/358981531919843328,,,,,,,,
53665,7/7/13 12:20,c_kryz,,0,0,0,Un perro No debe crecer en un Aparador... [â€¢â€¢]_/ #protesto #CerremosMakotaMexico,Indefinido,,,#protesto #CerremosMakotaMexico,"3,54E+17",https://twitter.com/c_kryz/status/353851114631864320,,,,,,,,
8394,7/20/13 0:26,EmanuelDavid_,,0,0,0,#vemprarua #ogiganteacordou #defcon4 A louÃ§a ela nÃ£o pode ser mais quebrada dessa forma. @rochaneeto @fabiiomacedo @estamortomorreu,Indefinido,,@rochaneeto @fabiiomacedo @estamortomorreu,#vemprarua #ogiganteacordou #defcon4,"3,58E+17",https://twitter.com/EmanuelDavid_/status/358382276544954369,,,,,,,,
15793,7/12/13 13:45,jecmanaus,,0,1,0,#foracabral #vemprarua Quantos policiais foram presos ontem em Laranjeiras por abuso de poder e excesso de violÃªncia!!!???,Negativo,,,#foracabral #vemprarua,"3,56E+17",https://twitter.com/jecmanaus/status/355684367143673858,,,,,,,,
27213,7/5/13 17:52,republicanova,,0,0,0,pic.twitter.com/4V24XdBcIh #vemprarua #changebrazil. veja + em http://goo.gl/pKMPR .,Neutro,,,#vemprarua #changebrazil,"3,53E+17",https://twitter.com/republicanova/status/353209880208875520,,,,,,,,
2165,7/27/13 8:48,equilibr_um,,0,2,0,Violent protests erupt in Sao Paulo #acordabrasil #changebrazil #saopaulo #vemprarua By @danguima - @Demotix News http://www.demotix.com/news/2294518/violent-protests-erupt-sao-paulo â€¦,Neutro,,@danguima @Demotix,#acordabrasil #changebrazil #saopaulo #vemprarua,"3,61E+17",https://twitter.com/equilibr_um/status/361045537484574720,,,,,,,,
48976,7/16/13 11:31,gidelsena,,0,0,0,#preguiÃ§a #itz161 #protesto #ressaca #vynha http://fb.me/FZNDmFGj,Indefinido,,,#preguiÃ§a #itz161 #protesto #ressaca #vynha,"3,57E+17",https://twitter.com/gidelsena/status/357100081557680128,,,,,,,,
928,7/30/13 2:12,diogoffarias_,,0,5,0,Sdds #OgiganteAcordou sdds #Vemprarua,Positivo,,,#OgiganteAcordou #Vemprarua,"3,62E+17",https://twitter.com/diogoffarias_/status/362033037652930561,,,,,,,,
46217,7/19/13 23:32,Claudio_Custodi,,0,0,0,VVA: DENÃšNCIA! REDE GLOBO SONEGA 600 MILHÃ•ES EM IMPOSTO... http://vejavideosagora.blogspot.com/2013/07/denuncia-rede-globo-sonega-600-milhoes.html?spref=tw â€¦ #MatnifestaÃ§Ãµes #Protesto #RJ #SP #OGiganteBrasilAcordou,Neutro,,,#MatnifestaÃ§Ãµes #Protesto #RJ #SP #OGiganteBrasilAcordou,"3,58E+17",https://twitter.com/Claudio_Custodi/status/358368879501778947,,,,,,,,
54544,7/5/13 13:47,EmeraldDeath,,0,1,1,Y recordad decir #Protesto! y apoyarnos para tener un #AceAttorneyMulti5,Indefinido,,,#Protesto #AceAttorneyMulti5,"3,53E+17",https://twitter.com/EmeraldDeath/status/353148183213391872,,,,,,,,
29724,7/4/13 14:56,LeoSucesso,,0,0,0,#BrazilWorldJoke #BrasilPiadaMundial #ChangeBrazil #MudaBrasil #VemPraRua #AMaiorArquibancadaDoBrasil o/ http://fb.me/6o7Celm9N,Indefinido,,,#BrazilWorldJoke #BrasilPiadaMundial #ChangeBrazil #MudaBrasil #VemPraRua #AMaiorArquibancadaDoBrasil,"3,53E+17",https://twitter.com/LeoSucesso/status/352803064845049858,,,,,,,,
54434,7/5/13 16:52,molote_molote,,0,0,0,@luizraatz Agora a dÃºvida: o pessoal dos protestos #mudabrasil apoia quem no melÃª do Egito?,Neutro,,@luizraatz,#mudabrasil,"3,53E+17",https://twitter.com/molote_molote/status/353194689337372672,,,,,,,,
36444,7/1/13 21:22,o_Arakaki,,0,1,0,"Isso nÃ£o aparece nas tv's nÃ©? Estamos sendo vistos e ouvidos, a luta nÃ£o pode parar! #vemprarua http://fb.me/A7wb58Zi",Negativo,,,#vemprarua,"3,52E+17",https://twitter.com/o_Arakaki/status/351813193175273472,,,,,,,,
